date,region,bottle_size_ml,plastic_grade,cashback_bdt,market_recycle_price_bdt_per_kg,user_density_per_km2,awareness_index,distance_to_collection_km,rain_mm,campaign,bottles_sold,return_rate_percent,return_count,gross_recycle_value_bdt,cashback_cost_bdt,net_benefit_bdt
2023-08-26,Rajshahi,500,3,2.95,51.04,27,0.046,3.39,137.0,0,929,28.72,267,204.42,787.65,-583.23
2023-10-19,Mymensingh,500,2,1.0,70.34,10,0.885,3.53,67.4,0,1277,36.77,470,495.9,470.0,25.9
2023-03-04,Mymensingh,1000,4,3.33,63.76,9,0.342,5.0,79.2,0,3083,45.11,1391,2660.7,4632.03,-1971.33
2023-02-19,Dhaka,1000,3,3.43,42.16,1330,0.6,3.23,43.8,0,1137,53.13,604,763.94,2071.72,-1307.78
2025-07-25,Dhaka,1000,5,5.32,59.21,704,0.96,2.87,187.8,0,1747,79.6,1391,2470.83,7400.12,-4929.29
2023-04-05,Chattogram,1000,1,3.24,54.61,205,0.991,0.72,27.2,0,1327,58.16,772,1264.77,2501.28,-1236.51
2024-11-09,Rajshahi,250,2,2.82,27.56,31,0.421,1.86,49.9,0,1513,31.83,482,99.63,1359.24,-1259.61
2024-01-05,Dhaka,1500,2,5.97,34.09,2107,0.655,0.1,21.7,0,1026,80.65,827,1268.66,4937.19,-3668.53
2023-10-05,Dhaka,1000,4,3.86,40.47,539,0.488,3.84,57.5,1,296,61.75,183,222.18,706.38,-484.2
2024-05-10,Khulna,250,4,3.36,31.73,41,0.35,2.68,117.4,0,1043,37.07,387,92.1,1300.32,-1208.22
2024-08-15,Dhaka,1000,1,3.48,29.01,1827,0.839,2.12,151.1,0,1915,54.32,1040,905.11,3619.2,-2714.09
2024-09-24,Dhaka,1500,1,5.05,23.49,937,0.57,0.17,251.4,0,1712,55.43,949,1003.14,4792.45,-3789.31
2023-08-20,Khulna,1500,4,2.7,72.39,61,0.739,2.24,247.5,0,2662,47.4,1262,4111.03,3407.4,703.63
2025-01-25,Dhaka,500,2,2.95,37.34,1555,0.994,0.6,70.3,0,582,55.89,325,182.03,958.75,-776.72
2023-06-21,Chattogram,1000,2,4.78,37.42,173,0.907,0.83,153.1,0,2122,67.7,1437,1613.18,6868.86,-5255.68
2023-08-08,Khulna,250,1,1.36,32.37,53,0.517,2.85,202.9,0,1112,22.01,245,59.48,333.2,-273.72
2025-05-25,Khulna,250,1,5.33,48.52,54,0.806,0.52,90.7,1,955,69.61,665,241.99,3544.45,-3302.46
2023-08-01,Rangpur,1000,2,3.15,50.85,13,0.673,1.49,151.1,0,2357,47.25,1114,1699.41,3509.1,-1809.69
2023-05-18,Rajshahi,1000,1,3.91,32.5,10,0.445,1.14,122.8,0,2847,45.08,1283,1250.92,5016.53,-3765.61
2024-02-24,Khulna,1000,3,4.79,56.51,75,0.679,2.77,30.0,0,3651,67.97,2482,4207.73,11888.78,-7681.05
2024-09-22,Khulna,500,4,2.33,63.38,58,0.389,1.52,81.9,0,2410,45.05,1086,1032.46,2530.38,-1497.92
2024-09-26,Rangpur,250,3,5.45,42.43,5,0.304,1.85,239.1,0,1520,54.26,825,262.54,4496.25,-4233.71
2023-04-22,Rangpur,1000,4,5.9,55.13,8,0.93,1.25,140.4,1,584,82.28,481,795.53,2837.9,-2042.37
2024-07-04,Rangpur,250,1,3.47,50.14,12,0.556,4.14,177.4,0,3901,41.58,1622,609.95,5628.34,-5018.39
2023-09-08,Sylhet,250,3,5.68,31.73,19,0.227,1.27,204.8,0,1918,61.13,1172,278.91,6656.96,-6378.05
2023-04-25,Dhaka,500,3,1.01,63.8,759,0.391,0.47,93.8,1,856,48.38,414,396.2,418.14,-21.94
2024-04-24,Chattogram,500,4,5.47,68.09,223,0.609,0.45,61.0,0,1900,73.8,1402,1431.93,7668.94,-6237.01
2024-04-29,Dhaka,500,2,2.56,58.93,923,0.557,1.04,186.8,0,587,38.73,227,200.66,581.12,-380.46
2024-01-11,Mymensingh,1000,4,2.56,39.43,14,0.398,1.46,5.3,0,4214,46.91,1977,2338.59,5061.12,-2722.53
2024-11-15,Sylhet,250,2,2.14,75.61,41,0.622,0.38,32.1,1,1238,60.11,744,421.9,1592.16,-1170.26
2023-06-08,Barishal,250,3,2.59,47.32,15,0.521,6.72,135.3,0,756,27.8,210,74.53,543.9,-469.37
2025-03-02,Chattogram,1000,5,2.07,35.95,221,0.58,0.74,114.3,1,4035,48.37,1952,2105.23,4040.64,-1935.41
2024-02-17,Rangpur,250,3,5.53,44.49,12,0.666,2.14,57.7,0,649,73.44,477,159.16,2637.81,-2478.65
2024-08-15,Chattogram,1000,3,5.5,61.52,212,0.584,1.64,214.4,0,1605,61.52,987,1821.61,5428.5,-3606.89
2024-04-02,Dhaka,250,5,1.51,70.76,815,0.823,1.43,31.2,0,1796,47.31,850,451.1,1283.5,-832.4
2024-03-01,Chattogram,500,3,1.71,41.39,352,0.726,1.29,91.0,1,655,42.56,279,173.22,477.09,-303.87
2024-12-06,Rajshahi,500,1,5.31,33.96,7,0.292,1.24,45.8,0,1233,57.55,710,361.67,3770.1,-3408.43
2023-12-01,Khulna,250,5,2.99,57.59,45,0.04,1.33,0.0,0,435,47.11,205,88.54,612.95,-524.41
2023-12-26,Rangpur,1000,2,1.85,75.27,7,0.636,0.48,45.6,1,1209,43.03,520,1174.21,962.0,212.21
2023-09-20,Dhaka,1500,4,3.55,31.0,760,0.316,2.46,154.1,0,442,52.03,230,320.85,816.5,-495.65
2023-10-18,Rajshahi,250,2,3.08,68.18,22,0.776,1.47,68.1,0,3052,47.46,1448,740.43,4459.84,-3719.41
2024-11-29,Rajshahi,500,4,2.1,48.6,24,0.392,4.22,53.1,0,1053,33.42,352,256.61,739.2,-482.59
2023-12-23,Chattogram,1000,3,4.6,67.97,159,0.617,1.8,37.9,0,702,54.61,383,780.98,1761.8,-980.82
2024-06-30,Rangpur,1000,5,4.16,50.33,5,0.45,3.53,150.3,0,1890,38.51,728,1099.21,3028.48,-1929.27
2024-02-11,Barishal,1500,3,1.5,42.64,8,0.771,0.37,0.0,0,478,42.42,203,389.52,304.5,85.02
2024-02-20,Barishal,500,1,5.63,61.8,27,0.479,0.51,23.4,0,974,74.8,729,675.78,4104.27,-3428.49
2025-06-23,Rangpur,2000,3,3.79,74.04,19,0.702,0.78,189.0,0,2718,63.55,1727,7672.02,6545.33,1126.69
2025-03-21,Barishal,500,2,2.25,39.22,13,0.504,1.85,80.6,0,612,27.45,168,98.83,378.0,-279.17
2024-08-28,Dhaka,500,4,2.03,47.64,635,0.539,0.66,175.0,1,1343,53.06,713,509.51,1447.39,-937.88
2023-05-06,Barishal,1500,4,1.68,33.76,12,0.51,2.31,70.8,1,910,41.5,378,574.26,635.04,-60.78
2023-03-10,Chattogram,1000,3,3.12,31.0,92,1.0,2.84,137.4,0,379,53.52,203,188.79,633.36,-444.57
2023-01-01,Dhaka,1000,4,1.68,66.67,1246,0.717,3.26,37.6,1,723,61.18,442,884.04,742.56,141.48
2024-12-30,Dhaka,1000,2,3.08,32.04,738,0.787,2.41,38.1,1,998,54.88,548,526.74,1687.84,-1161.1
2024-07-15,Barishal,1000,3,1.74,67.6,8,0.666,0.77,171.2,0,1930,44.05,850,1723.8,1479.0,244.8
2023-04-17,Barishal,500,3,4.28,45.75,19,0.529,0.75,63.0,1,4281,62.41,2672,1833.66,11436.16,-9602.5
2024-07-06,Dhaka,1000,3,4.93,79.7,1033,0.495,2.95,255.3,1,1609,74.66,1201,2871.59,5920.93,-3049.34
2023-07-09,Barishal,250,1,3.75,31.84,19,0.763,1.2,202.5,0,1762,49.3,869,207.52,3258.75,-3051.23
2023-08-17,Mymensingh,1500,4,4.4,25.58,21,0.505,2.39,211.1,0,2771,47.29,1310,1507.94,5764.0,-4256.06
2024-04-08,Dhaka,2000,1,5.69,24.53,1060,0.723,2.02,48.0,0,2199,69.79,1535,2259.21,8734.15,-6474.94
2024-01-19,Dhaka,500,3,4.19,70.13,1097,0.626,0.27,69.6,0,1022,67.96,695,731.11,2912.05,-2180.94
2023-11-17,Barishal,500,1,2.82,46.27,20,0.889,0.81,0.0,0,1090,47.58,519,360.21,1463.58,-1103.37
2023-09-27,Chattogram,250,4,3.25,20.19,178,0.39,5.3,193.3,1,2431,23.38,568,86.01,1846.0,-1759.99
2023-11-17,Sylhet,250,2,5.3,72.49,47,0.314,2.2,34.4,0,2310,68.57,1584,861.18,8395.2,-7534.02
2023-08-28,Dhaka,1500,3,1.65,72.62,489,0.407,2.74,232.9,0,1886,40.0,754,2464.0,1244.1,1219.9
2025-07-24,Khulna,250,2,2.63,68.39,38,0.704,0.96,160.1,0,1055,45.62,481,246.72,1265.03,-1018.31
2023-03-07,Barishal,500,4,3.89,34.9,14,0.543,1.39,102.4,0,5096,54.41,2773,1451.67,10786.97,-9335.3
2025-04-01,Sylhet,1500,3,4.38,42.37,18,0.435,0.47,95.7,0,932,62.39,581,1107.76,2544.78,-1437.02
2024-12-12,Rangpur,1500,4,4.82,64.7,10,0.511,2.18,0.0,1,1515,70.19,1063,3094.92,5123.66,-2028.74
2023-05-11,Rangpur,1000,2,2.59,49.36,9,0.716,6.74,101.5,0,4378,23.83,1043,1544.47,2701.37,-1156.9
2023-01-27,Barishal,1000,4,1.73,29.23,10,0.541,1.45,24.0,1,1781,43.31,771,676.09,1333.83,-657.74
2023-01-20,Sylhet,1000,1,5.77,34.57,22,0.446,1.91,28.3,0,1567,63.7,998,1035.03,5758.46,-4723.43
2024-08-01,Dhaka,2000,2,1.38,78.36,775,0.526,0.72,165.3,0,2007,51.7,1038,4880.26,1432.44,3447.82
2023-01-13,Rajshahi,1000,3,1.48,29.06,10,0.804,5.95,32.4,0,1042,31.54,329,286.82,486.92,-200.1
2023-05-07,Dhaka,1000,1,3.47,63.56,2093,0.559,0.49,81.7,0,1532,60.96,934,1780.95,3240.98,-1460.03
2024-01-06,Rangpur,250,2,5.1,48.68,8,0.587,1.3,51.2,0,2743,69.65,1910,697.34,9741.0,-9043.66
2023-09-17,Chattogram,250,5,4.87,64.92,129,0.232,1.0,192.9,0,3153,58.83,1855,903.2,9033.85,-8130.65
2023-08-02,Rajshahi,1000,5,5.69,59.67,19,0.651,2.47,215.2,0,4998,76.77,3837,6868.61,21832.53,-14963.92
2024-06-30,Chattogram,1500,4,1.71,46.35,244,0.507,0.99,213.0,0,974,31.65,308,642.41,526.68,115.73
2023-07-21,Barishal,1500,2,2.88,41.23,9,0.105,3.72,240.0,0,4115,26.03,1071,1987.08,3084.48,-1097.4
2024-07-02,Rangpur,2000,2,2.41,65.26,7,0.635,1.27,207.4,0,2494,49.12,1225,4796.61,2952.25,1844.36
2025-01-14,Chattogram,1000,3,5.3,39.39,373,0.778,2.08,35.8,0,3488,64.43,2247,2655.28,11909.1,-9253.82
2024-03-07,Rangpur,1000,2,3.44,67.27,5,0.86,2.33,125.3,0,643,51.33,330,665.97,1135.2,-469.23
2024-12-18,Chattogram,1500,5,1.13,60.79,175,0.375,1.31,35.0,0,966,39.43,381,1042.24,430.53,611.71
2023-11-08,Rajshahi,1000,2,4.54,54.66,9,0.7,1.0,41.6,0,1922,66.3,1274,2089.11,5783.96,-3694.85
2023-03-19,Rangpur,500,5,2.94,42.13,18,0.678,1.06,0.0,1,2681,53.36,1431,904.32,4207.14,-3302.82
2023-03-24,Chattogram,1000,3,3.66,32.3,288,0.51,1.43,44.0,0,1211,60.22,729,706.4,2668.14,-1961.74
2023-04-12,Mymensingh,1500,4,5.47,62.63,13,0.321,1.03,108.0,0,1260,60.67,764,2153.22,4179.08,-2025.86
2024-05-30,Dhaka,500,1,2.28,25.48,824,0.415,2.27,133.7,0,777,35.28,274,104.72,624.72,-520.0
2024-07-06,Dhaka,1500,4,2.2,78.23,808,0.347,3.06,201.5,0,1152,36.27,418,1471.51,919.6,551.91
2025-07-01,Mymensingh,500,2,2.32,78.72,12,0.584,3.61,204.3,0,1251,25.52,319,376.68,740.08,-363.4
2023-06-15,Dhaka,1000,3,2.69,27.81,1340,0.844,1.8,206.9,0,1257,43.72,550,458.86,1479.5,-1020.64
2024-07-10,Mymensingh,1000,4,1.54,26.24,8,0.336,6.08,181.5,0,871,14.21,124,97.61,190.96,-93.35
2024-09-29,Mymensingh,1000,2,4.49,44.76,11,0.489,4.45,142.5,0,6278,40.84,2564,3442.94,11512.36,-8069.42
2025-04-01,Dhaka,500,3,2.04,77.82,1549,0.415,1.0,105.6,0,3342,50.35,1683,1964.57,3433.32,-1468.75
2023-12-04,Rajshahi,1500,3,5.63,44.02,38,0.387,1.77,0.0,0,2606,67.76,1766,3498.27,9942.58,-6444.31
2023-11-13,Dhaka,1000,3,2.08,41.83,1366,0.252,0.8,49.7,0,3649,41.76,1524,1912.47,3169.92,-1257.45
2023-04-04,Khulna,500,3,2.28,62.22,34,0.471,1.64,136.8,0,2452,38.05,933,870.77,2127.24,-1256.47
2024-02-08,Dhaka,1000,3,2.49,30.72,1033,0.325,0.17,41.5,0,7820,44.54,3483,3209.93,8672.67,-5462.74
2023-06-09,Dhaka,500,3,4.84,41.8,1296,0.958,0.31,201.0,0,931,73.44,684,428.87,3310.56,-2881.69
2024-06-12,Chattogram,500,3,3.14,37.48,197,0.396,0.92,223.5,0,330,39.59,131,73.65,411.34,-337.69
2024-08-06,Khulna,500,3,5.1,56.09,59,0.748,4.67,174.1,0,880,46.2,407,342.43,2075.7,-1733.27
2024-10-05,Mymensingh,1500,2,4.92,29.77,10,0.614,1.01,139.8,0,440,50.6,223,298.74,1097.16,-798.42
2024-09-22,Rangpur,1000,4,5.65,52.92,17,0.118,1.23,220.9,0,690,58.6,404,641.39,2282.6,-1641.21
2024-08-30,Barishal,1000,4,4.78,71.45,13,0.295,0.48,185.5,0,1067,56.98,608,1303.25,2906.24,-1602.99
2024-05-17,Rajshahi,500,3,1.26,50.85,15,0.644,2.04,0.0,0,1480,48.07,711,542.32,895.86,-353.54
2025-05-11,Rangpur,500,3,5.19,61.01,11,0.423,1.2,75.9,0,3456,66.86,2311,2114.91,11994.09,-9879.18
2023-08-20,Chattogram,2000,3,5.69,24.51,150,0.543,2.57,175.5,0,5267,66.34,3494,5138.28,19880.86,-14742.58
2023-04-27,Barishal,1000,4,5.97,46.94,14,0.735,2.23,93.0,0,2011,63.72,1281,1803.9,7647.57,-5843.67
2024-05-31,Mymensingh,1500,3,1.63,25.69,23,0.321,2.05,138.4,1,696,28.65,199,230.05,324.37,-94.32
2025-05-19,Chattogram,500,2,4.07,55.97,136,0.7,0.4,120.8,0,1147,65.45,751,630.5,3056.57,-2426.07
2023-11-29,Sylhet,250,3,2.0,36.86,48,0.746,1.11,39.0,1,1332,48.77,650,179.69,1300.0,-1120.31
2025-02-06,Rangpur,1500,2,2.31,37.24,5,0.664,2.04,19.8,0,1213,36.99,449,752.43,1037.19,-284.76
2024-04-29,Mymensingh,1000,1,4.73,24.61,18,0.625,3.13,6.7,0,637,49.45,315,232.56,1489.95,-1257.39
2025-06-06,Barishal,500,3,5.89,38.61,9,0.266,1.04,210.7,0,4019,61.64,2477,1434.55,14589.53,-13154.98
2023-10-07,Chattogram,500,3,3.97,50.4,357,0.415,1.41,94.6,0,555,50.25,279,210.92,1107.63,-896.71
2024-02-22,Chattogram,1500,3,5.25,55.08,176,0.676,2.41,70.9,0,1128,67.09,757,1876.3,3974.25,-2097.95
2024-09-15,Dhaka,1000,3,1.04,24.0,953,0.703,2.04,195.1,0,1799,29.76,535,385.2,556.4,-171.2
2024-04-22,Barishal,1000,5,1.18,59.09,9,0.387,0.49,57.6,0,1845,41.43,764,1354.34,901.52,452.82
2024-07-25,Dhaka,500,3,3.98,49.33,418,0.748,1.96,200.3,0,1231,55.82,687,508.35,2734.26,-2225.91
2024-12-24,Rangpur,500,3,2.94,52.21,5,0.874,1.06,44.0,0,2027,59.69,1210,947.61,3557.4,-2609.79
2024-01-29,Dhaka,2000,1,5.45,69.97,560,0.385,0.24,70.5,0,776,71.68,556,2334.2,3030.2,-696.0
2023-07-01,Dhaka,500,2,2.51,40.53,485,0.253,0.72,169.9,0,1524,30.79,469,285.13,1177.19,-892.06
2024-10-19,Khulna,1000,3,3.16,30.44,50,0.343,1.9,56.2,1,659,46.42,306,279.44,966.96,-687.52
2024-01-02,Barishal,1500,3,3.64,53.11,24,0.717,3.42,37.7,0,883,52.71,465,1111.33,1692.6,-581.27
2024-09-19,Dhaka,500,4,2.37,76.7,2256,0.52,0.27,179.2,0,3238,40.95,1326,1525.56,3142.62,-1617.06
2025-05-08,Khulna,500,3,5.54,51.07,28,0.618,1.1,59.7,0,1391,64.21,893,684.08,4947.22,-4263.14
2023-05-15,Khulna,1000,3,3.32,69.91,42,0.895,2.62,59.1,1,1435,64.89,931,1952.59,3090.92,-1138.33
2025-02-19,Dhaka,1000,2,3.12,65.42,1751,0.225,2.54,81.5,0,1159,42.88,497,975.41,1550.64,-575.23
2025-04-12,Dhaka,1000,2,5.25,51.1,650,0.228,0.8,78.9,0,1021,68.59,700,1073.1,3675.0,-2601.9
2025-04-30,Rangpur,500,5,2.56,58.85,14,0.322,3.08,127.4,0,1661,28.36,471,415.78,1205.76,-789.98
2023-04-03,Rajshahi,1000,3,5.09,44.4,32,0.153,1.19,167.5,0,7839,49.45,3876,5162.83,19728.84,-14566.01
2023-01-03,Dhaka,1000,2,1.61,51.84,504,0.934,1.24,23.9,0,607,52.34,318,494.55,511.98,-17.43
2023-08-11,Rangpur,1000,4,1.91,50.44,3,0.801,1.11,154.7,0,823,41.93,345,522.05,658.95,-136.9
2025-04-20,Mymensingh,250,4,5.75,62.55,11,0.772,1.36,42.4,0,844,66.37,560,262.71,3220.0,-2957.29
2025-04-04,Sylhet,1000,3,5.21,44.6,43,0.249,1.63,126.5,0,344,58.97,203,271.61,1057.63,-786.02
2025-01-08,Rajshahi,2000,2,2.94,25.99,10,0.481,1.62,27.9,0,1502,51.59,775,1208.54,2278.5,-1069.96
2025-06-23,Rangpur,1000,3,4.19,67.32,4,0.75,1.75,187.5,0,1403,56.46,792,1599.52,3318.48,-1718.96
2025-05-23,Mymensingh,1000,2,5.71,61.09,13,0.447,1.6,69.3,0,1050,63.95,671,1229.74,3831.41,-2601.67
2025-05-06,Barishal,1000,4,2.06,77.01,17,0.129,3.32,79.5,0,2578,36.46,940,2171.68,1936.4,235.28
2025-01-15,Khulna,1500,3,1.3,45.72,34,0.346,1.32,138.5,0,1188,26.19,311,639.85,404.3,235.55
2024-09-16,Rajshahi,1500,3,3.69,24.69,15,0.288,1.75,158.4,0,1450,45.35,658,731.07,2428.02,-1696.95
2024-07-09,Barishal,500,3,1.71,27.3,17,0.534,0.86,102.3,0,1832,31.15,571,233.82,976.41,-742.59
2023-08-07,Dhaka,500,2,1.94,66.4,776,0.658,0.7,181.0,0,1269,38.35,487,485.05,944.78,-459.73
2023-07-01,Khulna,500,2,5.46,24.07,32,0.393,1.11,162.2,1,5370,60.08,3226,1164.75,17613.96,-16449.21
2024-03-15,Rangpur,500,5,1.04,74.47,10,0.175,0.82,111.1,0,1237,16.62,206,230.11,214.24,15.87
2024-04-10,Sylhet,250,2,5.08,36.9,35,0.239,2.14,83.5,0,2579,57.23,1476,408.48,7498.08,-7089.6
2024-09-28,Khulna,1500,1,3.58,73.93,40,0.197,0.66,229.2,0,1553,48.27,750,2495.14,2685.0,-189.86
2025-02-06,Sylhet,250,5,3.8,66.41,54,0.699,1.82,0.0,0,1605,61.95,994,495.09,3777.2,-3282.11
2023-06-01,Dhaka,1000,3,4.36,72.27,1483,0.746,2.15,206.3,0,3009,60.46,1819,3943.77,7930.84,-3987.07
2025-07-07,Khulna,1000,4,3.16,32.84,38,0.498,0.78,238.3,0,1315,47.13,620,610.82,1959.2,-1348.38
2024-06-25,Barishal,500,1,1.58,55.74,8,0.082,0.87,167.6,1,1575,31.68,499,417.21,788.42,-371.21
2024-03-25,Dhaka,1500,3,1.51,25.62,1634,0.214,1.69,67.0,0,1946,35.63,693,798.96,1046.43,-247.47
2024-09-25,Dhaka,1500,3,4.77,32.14,1657,0.682,1.4,165.6,1,1081,72.1,779,1126.67,3715.83,-2589.16
2024-05-20,Mymensingh,1000,4,2.11,38.59,12,0.759,2.61,61.5,0,2311,39.5,913,1056.98,1926.43,-869.45
2025-06-17,Dhaka,500,1,1.14,64.45,1228,0.8,0.54,227.3,0,4702,36.63,1722,1664.74,1963.08,-298.34
2025-05-18,Chattogram,500,3,5.9,21.48,293,0.737,0.85,46.1,0,899,63.79,573,184.62,3380.7,-3196.08
2023-03-08,Mymensingh,1000,4,5.9,74.19,25,0.144,0.38,107.6,0,1044,61.6,643,1431.13,3793.7,-2362.57
2023-06-08,Barishal,250,3,2.89,24.25,19,0.108,1.86,122.2,0,788,32.89,259,47.11,748.51,-701.4
2024-04-07,Sylhet,1000,3,1.13,42.59,35,0.359,0.95,32.8,1,5800,44.21,2564,3276.02,2897.32,378.7
2024-03-22,Rangpur,1500,1,4.64,24.87,13,0.408,0.94,87.2,1,2496,63.41,1583,1771.61,7345.12,-5573.51
2023-12-04,Dhaka,500,2,5.16,66.14,1742,0.282,2.01,0.0,0,664,64.17,426,422.63,2198.16,-1775.53
2023-04-06,Barishal,1500,3,1.63,28.48,15,0.195,1.05,38.0,0,574,25.42,146,187.11,237.98,-50.87
2024-08-27,Rajshahi,250,3,1.68,73.09,29,0.643,2.43,230.1,1,2542,41.48,1054,577.78,1770.72,-1192.94
2024-12-07,Rangpur,1500,5,5.11,51.81,6,0.513,1.04,51.5,0,8369,68.01,5692,13270.61,29086.12,-15815.51
2025-07-09,Rajshahi,250,4,5.61,76.91,30,0.155,1.19,183.9,0,1567,56.56,886,511.07,4970.46,-4459.39
2024-02-26,Sylhet,1000,3,4.95,37.42,22,0.403,1.88,57.6,0,580,60.12,349,391.79,1727.55,-1335.76
2023-11-03,Khulna,500,4,2.0,47.26,29,0.496,2.26,0.0,0,518,42.31,219,155.25,438.0,-282.75
2025-06-18,Khulna,1500,2,3.06,61.65,42,0.594,1.9,144.0,0,1273,39.17,499,1384.35,1526.94,-142.59
2025-07-13,Barishal,1000,3,4.0,69.91,7,0.125,0.83,191.1,0,613,46.56,285,597.73,1140.0,-542.27
2024-04-01,Sylhet,250,2,1.8,45.28,23,0.206,1.25,23.3,0,1369,37.62,515,174.89,927.0,-752.11
2023-06-06,Sylhet,1000,2,2.05,73.55,34,0.455,1.0,124.6,0,2347,45.29,1063,2345.51,2179.15,166.36
2024-06-18,Khulna,500,4,2.41,27.08,50,0.807,2.91,168.1,0,1969,38.41,756,307.09,1821.96,-1514.87
2023-12-16,Rajshahi,1000,3,3.55,62.52,26,0.526,1.85,38.7,1,2227,53.13,1183,2218.83,4199.65,-1980.82
2025-02-10,Barishal,1500,3,3.55,40.89,17,0.527,0.9,22.3,1,1950,51.56,1005,1849.25,3567.75,-1718.5
2023-05-13,Rangpur,500,3,5.07,26.08,10,0.477,1.37,44.8,0,2722,63.15,1719,672.47,8715.33,-8042.86
2023-11-18,Sylhet,500,3,4.77,43.2,21,0.51,0.44,0.0,0,1370,61.4,841,544.97,4011.57,-3466.6
2025-03-29,Mymensingh,250,2,5.57,72.81,19,0.409,0.47,71.4,1,1755,75.93,1333,727.92,7424.81,-6696.89
2023-11-12,Rangpur,1000,3,5.16,78.83,8,0.407,0.92,61.0,0,4068,71.81,2921,6907.87,15072.36,-8164.49
2024-05-29,Rajshahi,500,3,2.27,43.57,22,0.37,0.45,141.8,1,2849,37.97,1082,707.14,2456.14,-1749.0
2023-03-10,Sylhet,500,4,2.66,73.18,31,0.785,5.09,83.8,0,676,42.17,285,312.84,758.1,-445.26
2025-03-24,Mymensingh,500,2,3.5,50.58,25,0.611,2.03,3.7,0,931,56.55,526,399.08,1841.0,-1441.92
2023-02-05,Sylhet,500,2,1.07,63.02,18,0.693,2.33,66.0,1,670,37.63,252,238.22,269.64,-31.42
2023-06-14,Rangpur,2000,3,5.52,22.72,7,0.189,1.33,207.4,1,1420,63.33,899,1225.52,4962.48,-3736.96
2024-10-28,Sylhet,500,4,1.22,53.44,37,0.269,3.03,58.7,0,200,24.36,49,39.28,59.78,-20.5
2023-11-18,Rajshahi,1000,3,2.61,24.21,20,0.565,1.39,22.5,0,2472,36.94,913,663.11,2382.93,-1719.82
2023-03-16,Dhaka,1000,4,3.85,36.12,905,0.525,0.82,138.3,0,843,59.33,500,541.8,1925.0,-1383.2
2024-10-25,Khulna,1000,5,3.59,54.01,20,0.545,1.46,144.2,0,468,59.85,280,453.68,1005.2,-551.52
2023-02-16,Mymensingh,500,5,4.27,68.43,12,0.409,0.52,0.0,0,7372,63.64,4692,4816.1,20034.84,-15218.74
2023-09-08,Sylhet,1000,4,3.64,53.65,34,0.523,2.1,269.5,0,987,49.75,491,790.26,1787.24,-996.98
2024-08-04,Rajshahi,1500,4,2.15,76.17,25,0.809,2.22,199.4,1,488,53.1,259,887.76,556.85,330.91
2023-01-01,Mymensingh,250,2,2.01,68.62,12,0.237,1.2,131.5,0,1092,40.12,438,225.42,880.38,-654.96
2023-10-20,Rajshahi,500,4,5.54,29.37,21,0.838,4.06,27.1,0,4920,64.0,3149,1387.29,17445.46,-16058.17
2023-10-30,Rajshahi,500,3,2.32,43.34,12,0.114,1.84,59.7,0,200,20.38,41,26.65,95.12,-68.47
2024-04-12,Barishal,500,5,2.4,60.11,15,0.609,1.43,0.0,0,3281,53.33,1750,1577.89,4200.0,-2622.11
2024-08-31,Barishal,500,1,3.06,76.3,13,0.766,1.61,172.8,0,473,40.53,192,219.74,587.52,-367.78
2023-02-21,Dhaka,1000,3,1.7,79.26,1174,0.143,1.17,63.8,0,2271,36.08,819,1947.42,1392.3,555.12
2025-06-20,Khulna,250,3,3.54,65.79,41,0.703,1.19,254.2,0,746,46.17,344,169.74,1217.76,-1048.02
2023-05-23,Khulna,1000,3,4.33,54.43,48,0.175,3.45,51.9,0,1670,44.21,738,1205.08,3195.54,-1990.46
2023-01-07,Chattogram,1000,2,4.93,65.4,286,0.474,1.85,44.7,1,1149,74.64,858,1683.4,4229.94,-2546.54
2025-07-24,Rajshahi,1000,3,4.56,36.39,22,0.746,1.8,168.4,0,2036,61.27,1247,1361.35,5686.32,-4324.97
2024-04-09,Khulna,1000,4,1.74,37.02,21,0.835,2.19,109.0,0,2442,34.97,854,948.45,1485.96,-537.51
2023-04-28,Dhaka,500,3,3.28,59.26,1227,0.515,1.51,75.1,0,2323,59.54,1383,1229.35,4536.24,-3306.89
2025-01-28,Khulna,1500,2,1.19,72.31,38,0.64,0.83,19.6,0,980,39.17,384,1249.52,456.96,792.56
2023-01-08,Dhaka,1000,4,1.09,78.19,828,0.386,2.01,0.0,0,1975,48.09,950,2228.42,1035.5,1192.92
2023-01-10,Rajshahi,1000,2,3.2,40.48,34,0.875,2.56,41.9,1,3128,54.51,1705,2070.55,5456.0,-3385.45
2024-12-09,Rangpur,1500,2,2.26,67.79,6,0.187,4.19,89.0,1,1384,32.87,455,1388.0,1028.3,359.7
2023-04-18,Barishal,500,3,4.42,71.09,9,0.367,1.56,29.7,0,1838,55.37,1018,1085.54,4499.56,-3414.02
2023-02-28,Chattogram,250,4,4.62,57.39,90,0.877,1.45,67.0,0,739,64.35,476,204.88,2199.12,-1994.24
2023-05-14,Dhaka,1000,3,5.48,40.86,1956,0.741,1.75,83.7,0,1996,75.99,1517,1859.54,8313.16,-6453.62
2023-08-29,Dhaka,1000,3,4.8,57.15,1570,0.715,1.14,97.4,0,1043,66.69,696,1193.29,3340.8,-2147.51
2023-06-28,Rajshahi,1500,3,1.24,55.07,17,0.956,3.53,166.6,0,1413,33.13,468,1159.77,580.32,579.45
2025-06-15,Dhaka,2000,3,2.86,56.39,1404,0.835,4.61,169.3,0,1619,51.19,829,2804.84,2370.94,433.9
